Player,Team,GAME_DATE,MATCHUP,Win/Loss,Minutes,2PTMade,2PTAttempted,2PT_%,3PTMade,3PT_Attempted,3PT_%,FreeThrowsMade,FreeThrowsAttempted,FreeThrow%,OffensiveRebounds,DefensiveRebounds,TotRebounds,Assists,Steals,Blocks,Turnovers,PersonalFouls,Points,+/-
Grayson Allen,Suns,"DEC 25, 2023",PHX vs. DAL,L,39,12,22,54.5%,8,17,47.1%,0,0,0.0%,1,3,4,4,1,0,2,4,32,-5
Grayson Allen,Suns,"DEC 22, 2023",PHX @ SAC,L,30,4,10,40.0%,3,6,50.0%,0,0,0.0%,2,2,4,2,3,1,1,1,11,-20
Grayson Allen,Suns,"DEC 19, 2023",PHX @ POR,L,33,5,10,50.0%,1,5,20.0%,0,1,0.0%,2,7,9,0,2,0,0,3,11,-8
Grayson Allen,Suns,"DEC 17, 2023",PHX vs. WAS,W,33,2,8,25.0%,1,6,16.7%,6,6,100.0%,1,3,4,3,2,2,1,2,11,-4
Grayson Allen,Suns,"DEC 15, 2023",PHX vs. NYK,L,36,5,5,100.0%,2,2,100.0%,1,1,100.0%,2,0,2,1,2,1,2,4,13,-14
Grayson Allen,Suns,"DEC 05, 2023",PHX @ LAL,L,39,6,14,42.9%,4,8,50.0%,5,5,100.0%,0,2,2,2,2,1,0,2,21,-7
Grayson Allen,Suns,"DEC 02, 2023",PHX vs. MEM,W,33,1,4,25.0%,1,2,50.0%,6,6,100.0%,1,1,2,4,1,0,2,1,9,8
Grayson Allen,Suns,"DEC 01, 2023",PHX vs. DEN,L,37,5,9,55.6%,1,4,25.0%,2,2,100.0%,0,10,10,3,1,0,0,2,13,-4
Grayson Allen,Suns,"NOV 24, 2023",PHX @ MEM,W,37,5,9,55.6%,2,4,50.0%,2,3,66.7%,0,2,2,3,0,1,1,2,14,1
Grayson Allen,Suns,"NOV 22, 2023",PHX vs. GSW,W,34,1,4,25.0%,1,4,25.0%,6,8,75.0%,1,2,3,3,1,0,2,5,9,13
Grayson Allen,Suns,"NOV 21, 2023",PHX vs. POR,W,35,4,5,80.0%,0,1,0.0%,0,0,0.0%,0,6,6,5,2,0,1,1,8,6
Grayson Allen,Suns,"NOV 19, 2023",PHX @ UTA,W,43,5,8,62.5%,3,6,50.0%,1,2,50.0%,0,4,4,3,1,1,2,4,14,12
Grayson Allen,Suns,"NOV 17, 2023",PHX @ UTA,W,30,3,8,37.5%,2,4,50.0%,2,2,100.0%,0,1,1,1,0,0,0,1,10,-8
Grayson Allen,Suns,"NOV 15, 2023",PHX vs. MIN,W,28,5,9,55.6%,3,5,60.0%,1,1,100.0%,0,3,3,2,0,1,2,1,14,22
Grayson Allen,Suns,"NOV 12, 2023",PHX vs. OKC,L,32,2,8,25.0%,1,3,33.3%,2,2,100.0%,2,4,6,1,1,1,2,2,7,-19
Grayson Allen,Suns,"NOV 10, 2023",PHX vs. LAL,L,32,4,8,50.0%,1,4,25.0%,0,0,0.0%,2,7,9,4,1,0,2,6,9,-5
Grayson Allen,Suns,"NOV 08, 2023",PHX @ CHI,W,37,9,16,56.3%,8,13,61.5%,0,0,0.0%,0,8,8,4,1,2,1,3,26,8
Grayson Allen,Suns,"NOV 05, 2023",PHX @ DET,W,30,6,12,50.0%,1,3,33.3%,1,1,100.0%,1,3,4,2,0,0,4,1,14,6
Grayson Allen,Suns,"NOV 04, 2023",PHX @ PHI,L,27,3,7,42.9%,2,5,40.0%,0,0,0.0%,1,2,3,2,0,0,1,3,8,0
Grayson Allen,Suns,"NOV 02, 2023",PHX vs. SAS,L,33,6,10,60.0%,4,5,80.0%,0,0,0.0%,1,1,2,4,0,0,2,1,16,-10
Grayson Allen,Suns,"OCT 31, 2023",PHX vs. SAS,L,37,5,9,55.6%,5,7,71.4%,4,4,100.0%,1,6,7,3,0,1,2,2,19,-12
Grayson Allen,Suns,"OCT 28, 2023",PHX vs. UTA,W,31,6,10,60.0%,3,7,42.9%,2,2,100.0%,0,4,4,3,2,0,3,2,17,22
Grayson Allen,Suns,"OCT 26, 2023",PHX @ LAL,L,35,2,6,33.3%,2,4,50.0%,0,0,0.0%,1,5,6,4,0,0,0,3,6,0
Grayson Allen,Suns,"OCT 24, 2023",PHX @ GSW,W,21,0,6,0.0%,0,5,0.0%,0,0,0.0%,3,1,4,2,0,0,1,2,0,-4
Grayson Allen - Average,Average,,,,33.2,4.4,8.8,49.7%,2.4,5.2,43.8%,1.7,1.9,54.9%,0.9,3.4,4.3,2.8,1.0,0.6,1.4,2.2,13.0,0.7
Jarrett Allen,Cavaliers,"JAN 03, 2024",CLE vs. WAS,W,29,7,10,70.0%,0,0,0.0%,3,4,75.0%,7,12,19,7,0,2,1,0,17,27
Jarrett Allen,Cavaliers,"JAN 01, 2024",CLE @ TOR,L,34,5,11,45.5%,0,0,0.0%,6,8,75.0%,3,8,11,4,1,0,0,4,16,-3
Jarrett Allen,Cavaliers,"DEC 29, 2023",CLE vs. MIL,L,40,15,17,88.2%,0,0,0.0%,0,0,0.0%,3,9,12,6,0,2,0,2,30,-12
Jarrett Allen,Cavaliers,"DEC 27, 2023",CLE @ DAL,W,35,9,17,52.9%,0,0,0.0%,6,6,100.0%,9,14,23,6,2,0,4,1,24,14
Jarrett Allen,Cavaliers,"DEC 23, 2023",CLE @ CHI,W,35,6,9,66.7%,0,1,0.0%,7,10,70.0%,8,9,17,7,1,1,0,0,19,6
Jarrett Allen,Cavaliers,"DEC 21, 2023",CLE vs. NOP,L,27,7,8,87.5%,0,0,0.0%,0,0,0.0%,1,6,7,3,1,0,1,0,14,-6
Jarrett Allen,Cavaliers,"DEC 20, 2023",CLE vs. UTA,W,30,8,13,61.5%,0,0,0.0%,1,2,50.0%,3,5,8,3,2,0,2,1,17,-4
Jarrett Allen,Cavaliers,"DEC 18, 2023",CLE vs. HOU,W,29,3,7,42.9%,0,0,0.0%,4,7,57.1%,2,4,6,2,0,2,1,5,10,-4
Jarrett Allen,Cavaliers,"DEC 16, 2023",CLE vs. ATL,W,35,12,14,85.7%,0,0,0.0%,1,1,100.0%,4,10,14,1,2,1,4,1,25,5
Jarrett Allen,Cavaliers,"DEC 14, 2023",CLE @ BOS,L,39,4,7,57.1%,0,0,0.0%,0,0,0.0%,1,9,10,3,0,0,3,1,8,-1
Jarrett Allen,Cavaliers,"DEC 12, 2023",CLE @ BOS,L,37,6,9,66.7%,0,0,0.0%,2,5,40.0%,2,3,5,5,3,2,2,4,14,4
Jarrett Allen,Cavaliers,"DEC 11, 2023",CLE @ ORL,L,15,2,3,66.7%,0,0,0.0%,0,0,0.0%,2,5,7,1,1,0,1,6,4,-15
Jarrett Allen,Cavaliers,"DEC 08, 2023",CLE @ MIA,W,25,3,9,33.3%,0,0,0.0%,0,2,0.0%,2,7,9,1,1,0,0,2,6,-2
Jarrett Allen,Cavaliers,"DEC 06, 2023",CLE vs. ORL,W,19,4,5,80.0%,0,0,0.0%,0,0,0.0%,2,9,11,2,1,0,4,5,8,2
Jarrett Allen,Cavaliers,"DEC 02, 2023",CLE @ DET,W,34,8,9,88.9%,0,0,0.0%,3,5,60.0%,5,6,11,3,1,0,2,2,19,4
Jarrett Allen,Cavaliers,"NOV 30, 2023",CLE vs. POR,L,38,6,9,66.7%,0,0,0.0%,0,0,0.0%,6,4,10,2,0,2,1,3,12,-3
Jarrett Allen,Cavaliers,"NOV 28, 2023",CLE vs. ATL,W,30,5,6,83.3%,0,0,0.0%,1,1,100.0%,1,7,8,2,0,0,0,4,11,16
Jarrett Allen,Cavaliers,"NOV 26, 2023",CLE vs. TOR,W,27,9,10,90.0%,0,0,0.0%,0,0,0.0%,3,1,4,3,0,2,2,4,18,-13
Jarrett Allen,Cavaliers,"NOV 25, 2023",CLE vs. LAL,L,37,9,12,75.0%,0,0,0.0%,3,4,75.0%,5,9,14,3,3,2,2,3,21,-3
Jarrett Allen,Cavaliers,"NOV 22, 2023",CLE vs. MIA,L,23,1,2,50.0%,0,0,0.0%,2,2,100.0%,0,4,4,2,0,0,3,2,4,-24
Jarrett Allen,Cavaliers,"NOV 21, 2023",CLE @ PHI,W,35,12,20,60.0%,0,0,0.0%,2,2,100.0%,6,7,13,3,0,0,2,4,26,-6
Jarrett Allen,Cavaliers,"NOV 19, 2023",CLE vs. DEN,W,29,6,10,60.0%,0,0,0.0%,3,6,50.0%,2,3,5,5,1,0,2,3,15,42
Jarrett Allen,Cavaliers,"NOV 17, 2023",CLE vs. DET,W,32,4,8,50.0%,0,0,0.0%,2,3,66.7%,1,6,7,2,0,5,2,1,10,5
Jarrett Allen,Cavaliers,"NOV 15, 2023",CLE @ POR,W,29,3,3,100.0%,0,0,0.0%,5,6,83.3%,1,8,9,1,0,3,3,3,11,0
Jarrett Allen,Cavaliers,"NOV 13, 2023",CLE @ SAC,L,22,5,6,83.3%,0,0,0.0%,2,3,66.7%,4,5,9,1,0,0,2,2,12,-25
Jarrett Allen,Cavaliers,"NOV 11, 2023",CLE @ GSW,W,28,2,6,33.3%,0,0,0.0%,8,9,88.9%,3,2,5,4,0,0,1,4,12,13
Jarrett Allen,Cavaliers,"NOV 08, 2023",CLE @ OKC,L,26,4,6,66.7%,0,0,0.0%,6,9,66.7%,4,2,6,1,2,1,1,0,14,-4
Jarrett Allen,Cavaliers,"NOV 05, 2023",CLE vs. GSW,W,28,5,7,71.4%,0,0,0.0%,2,2,100.0%,5,4,9,3,0,0,2,1,12,9
Jarrett Allen,Cavaliers,"NOV 03, 2023",CLE @ IND,L,21,4,6,66.7%,0,0,0.0%,2,3,66.7%,2,5,7,0,1,2,1,4,10,-1
Jarrett Allen - Average,Average,,,,29.9,6.0,8.9,67.2%,0.0,0.0,0.0%,2.4,3.4,54.9%,3.3,6.3,9.7,3.0,0.8,0.9,1.7,2.5,14.4,0.7
Jose Alvarado,Pelicans,"JAN 03, 2024",NOP @ MIN,W,27,3,8,37.5%,2,6,33.3%,0,0,0.0%,1,2,3,3,0,1,1,3,8,2
Jose Alvarado,Pelicans,"JAN 02, 2024",NOP vs. BKN,W,22,4,9,44.4%,3,6,50.0%,2,3,66.7%,1,2,3,2,2,0,1,2,13,16
Jose Alvarado,Pelicans,"DEC 31, 2023",NOP vs. LAL,W,20,3,8,37.5%,2,5,40.0%,0,0,0.0%,0,3,3,1,4,2,1,1,8,8
Jose Alvarado,Pelicans,"DEC 28, 2023",NOP vs. UTA,W,12,3,4,75.0%,1,2,50.0%,0,0,0.0%,0,0,0,0,0,0,1,2,7,1
Jose Alvarado,Pelicans,"DEC 26, 2023",NOP vs. MEM,L,12,3,8,37.5%,1,4,25.0%,1,2,50.0%,1,2,3,2,1,0,0,0,8,10
Jose Alvarado,Pelicans,"DEC 23, 2023",NOP vs. HOU,L,10,2,4,50.0%,0,2,0.0%,0,0,0.0%,0,2,2,0,0,1,1,3,4,2
Jose Alvarado,Pelicans,"DEC 21, 2023",NOP @ CLE,W,18,1,1,100.0%,0,0,0.0%,0,0,0.0%,1,1,2,3,0,0,0,2,2,16
Jose Alvarado,Pelicans,"DEC 19, 2023",NOP vs. MEM,L,8,1,4,25.0%,0,2,0.0%,0,0,0.0%,1,1,2,0,0,0,0,1,2,-9
Jose Alvarado,Pelicans,"DEC 17, 2023",NOP @ SAS,W,22,5,7,71.4%,3,5,60.0%,3,4,75.0%,0,3,3,4,1,0,1,0,16,15
Jose Alvarado,Pelicans,"DEC 15, 2023",NOP @ CHA,W,21,1,6,16.7%,1,3,33.3%,5,6,83.3%,1,7,8,1,1,1,1,3,8,9
Jose Alvarado,Pelicans,"DEC 13, 2023",NOP @ WAS,W,18,2,3,66.7%,2,3,66.7%,1,2,50.0%,0,2,2,1,2,0,2,2,7,15
Jose Alvarado,Pelicans,"DEC 11, 2023",NOP vs. MIN,W,15,0,5,0.0%,0,3,0.0%,0,0,0.0%,1,1,2,3,1,1,1,3,0,-11
Jose Alvarado,Pelicans,"DEC 07, 2023",NOP @ LAL,L,20,3,7,42.9%,2,3,66.7%,0,0,0.0%,0,2,2,4,2,0,1,1,8,-13
Jose Alvarado,Pelicans,"DEC 04, 2023",NOP @ SAC,W,18,3,4,75.0%,2,3,66.7%,1,2,50.0%,0,3,3,2,2,2,1,1,9,19
Jose Alvarado,Pelicans,"DEC 02, 2023",NOP @ CHI,L,18,3,8,37.5%,2,5,40.0%,0,0,0.0%,0,1,1,2,0,0,1,0,8,-7
Jose Alvarado,Pelicans,"NOV 29, 2023",NOP vs. PHI,W,9,2,5,40.0%,1,2,50.0%,0,0,0.0%,2,0,2,1,1,0,2,1,5,-12
Jose Alvarado,Pelicans,"NOV 27, 2023",NOP @ UTA,L,14,2,3,66.7%,0,0,0.0%,0,0,0.0%,0,1,1,2,0,0,0,2,4,3
Jose Alvarado,Pelicans,"NOV 25, 2023",NOP @ UTA,L,23,5,11,45.5%,3,6,50.0%,0,0,0.0%,1,3,4,3,2,1,0,4,13,11
Jose Alvarado,Pelicans,"NOV 24, 2023",NOP @ LAC,W,16,1,6,16.7%,0,2,0.0%,2,2,100.0%,1,4,5,1,1,0,1,0,4,-12
Jose Alvarado,Pelicans,"NOV 22, 2023",NOP vs. SAC,W,19,4,9,44.4%,2,6,33.3%,0,4,0.0%,0,1,1,2,3,0,1,2,10,9
Jose Alvarado,Pelicans,"NOV 20, 2023",NOP vs. SAC,W,15,2,5,40.0%,1,3,33.3%,0,0,0.0%,0,0,0,3,0,0,2,0,5,8
Jose Alvarado - Average,Average,,,,17.0,2.5,6.0,46.2%,1.3,3.4,33.3%,0.7,1.2,22.6%,0.5,2.0,2.5,1.9,1.1,0.4,0.9,1.6,7.1,3.8
Kyle Anderson,Timberwolves,"JAN 03, 2024",MIN vs. NOP,L,13,0,2,0.0%,0,0,0.0%,1,2,50.0%,1,3,4,0,2,0,0,0,1,0
Kyle Anderson,Timberwolves,"JAN 01, 2024",MIN @ NYK,L,17,1,1,100.0%,0,0,0.0%,0,2,0.0%,0,2,2,3,2,0,3,0,2,-2
Kyle Anderson,Timberwolves,"DEC 30, 2023",MIN vs. LAL,W,24,2,4,50.0%,0,1,0.0%,0,0,0.0%,0,3,3,7,0,1,1,0,4,-8
Kyle Anderson,Timberwolves,"DEC 28, 2023",MIN vs. DAL,W,27,3,8,37.5%,1,1,100.0%,1,2,50.0%,1,9,10,3,0,0,3,0,8,-11
Kyle Anderson,Timberwolves,"DEC 26, 2023",MIN @ OKC,L,23,2,4,50.0%,0,1,0.0%,3,3,100.0%,0,0,0,1,0,0,2,1,7,-10
Kyle Anderson,Timberwolves,"DEC 23, 2023",MIN @ SAC,W,29,4,9,44.4%,0,0,0.0%,2,2,100.0%,1,4,5,5,0,1,2,4,10,9
Kyle Anderson,Timberwolves,"DEC 21, 2023",MIN vs. LAL,W,23,4,7,57.1%,0,2,0.0%,1,1,100.0%,2,3,5,4,1,1,1,0,9,8
Kyle Anderson,Timberwolves,"DEC 20, 2023",MIN @ PHI,L,13,1,5,20.0%,0,0,0.0%,0,0,0.0%,0,0,0,1,0,0,2,0,2,-10
Kyle Anderson,Timberwolves,"DEC 18, 2023",MIN @ MIA,W,22,2,4,50.0%,0,0,0.0%,1,2,50.0%,0,1,1,5,1,1,1,2,5,1
Kyle Anderson,Timberwolves,"DEC 16, 2023",MIN vs. IND,W,23,2,4,50.0%,0,0,0.0%,0,0,0.0%,1,3,4,10,0,0,2,4,4,6
Kyle Anderson,Timberwolves,"DEC 14, 2023",MIN @ DAL,W,18,3,7,42.9%,0,1,0.0%,0,0,0.0%,0,2,2,2,2,1,1,2,6,4
Kyle Anderson,Timberwolves,"DEC 11, 2023",MIN @ NOP,L,19,3,6,50.0%,0,0,0.0%,0,0,0.0%,1,3,4,3,2,0,0,1,6,7
Kyle Anderson,Timberwolves,"DEC 08, 2023",MIN @ MEM,W,22,2,11,18.2%,0,6,0.0%,3,4,75.0%,1,5,6,5,0,0,2,0,7,-3
Kyle Anderson,Timberwolves,"DEC 06, 2023",MIN vs. SAS,W,22,2,6,33.3%,0,0,0.0%,3,4,75.0%,0,1,1,2,0,4,0,2,7,-7
Kyle Anderson,Timberwolves,"DEC 02, 2023",MIN @ CHA,W,26,2,6,33.3%,0,0,0.0%,7,7,100.0%,2,4,6,4,2,0,2,3,11,2
Kyle Anderson,Timberwolves,"NOV 30, 2023",MIN vs. UTA,W,19,2,7,28.6%,0,1,0.0%,0,0,0.0%,0,1,1,6,0,0,0,0,4,-6
Kyle Anderson,Timberwolves,"NOV 28, 2023",MIN vs. OKC,W,23,2,6,33.3%,0,0,0.0%,3,4,75.0%,2,3,5,2,0,1,4,1,7,-7
Kyle Anderson,Timberwolves,"NOV 26, 2023",MIN @ MEM,W,23,3,7,42.9%,0,1,0.0%,0,0,0.0%,1,5,6,3,0,1,0,3,6,13
Kyle Anderson,Timberwolves,"NOV 24, 2023",MIN vs. SAC,L,18,1,2,50.0%,0,0,0.0%,2,2,100.0%,0,1,1,4,0,0,0,1,4,-24
Kyle Anderson,Timberwolves,"NOV 22, 2023",MIN vs. PHI,W,28,3,6,50.0%,0,0,0.0%,1,4,25.0%,1,4,5,3,0,1,2,1,7,3
Kyle Anderson,Timberwolves,"NOV 20, 2023",MIN vs. NYK,W,23,3,4,75.0%,0,0,0.0%,3,5,60.0%,0,2,2,5,1,2,1,2,9,3
Kyle Anderson,Timberwolves,"NOV 18, 2023",MIN @ NOP,W,26,4,7,57.1%,0,0,0.0%,1,2,50.0%,1,4,5,5,1,2,1,0,9,5
Kyle Anderson,Timberwolves,"NOV 15, 2023",MIN @ PHX,L,21,2,5,40.0%,0,0,0.0%,2,2,100.0%,1,1,2,3,2,1,1,0,6,-13
Kyle Anderson,Timberwolves,"NOV 14, 2023",MIN @ GSW,W,27,3,9,33.3%,0,2,0.0%,2,2,100.0%,1,3,4,3,0,1,2,4,8,11
Kyle Anderson,Timberwolves,"NOV 12, 2023",MIN @ GSW,W,17,4,4,100.0%,0,0,0.0%,0,2,0.0%,0,4,4,1,1,0,3,1,8,-13
Kyle Anderson,Timberwolves,"NOV 10, 2023",MIN @ SAS,W,26,2,2,100.0%,0,0,0.0%,2,4,50.0%,0,5,5,4,1,0,4,1,6,9
Kyle Anderson,Timberwolves,"NOV 08, 2023",MIN vs. NOP,W,25,2,3,66.7%,1,2,50.0%,1,2,50.0%,0,2,2,5,1,2,2,2,6,16
Kyle Anderson,Timberwolves,"NOV 06, 2023",MIN vs. BOS,W,25,1,6,16.7%,0,2,0.0%,1,2,50.0%,2,3,5,6,0,1,4,4,3,6
Kyle Anderson,Timberwolves,"NOV 04, 2023",MIN vs. UTA,W,27,5,6,83.3%,0,0,0.0%,2,2,100.0%,1,2,3,6,1,2,0,3,12,11
Kyle Anderson,Timberwolves,"NOV 01, 2023",MIN vs. DEN,W,25,4,6,66.7%,1,1,100.0%,0,0,0.0%,0,3,3,2,0,0,0,0,9,-1
Kyle Anderson,Timberwolves,"OCT 30, 2023",MIN @ ATL,L,25,2,5,40.0%,0,2,0.0%,0,0,0.0%,1,1,2,5,2,1,2,1,4,-8
Kyle Anderson,Timberwolves,"OCT 28, 2023",MIN vs. MIA,W,23,5,6,83.3%,0,0,0.0%,2,2,100.0%,0,2,2,4,2,0,2,1,12,7
Kyle Anderson,Timberwolves,"OCT 25, 2023",MIN @ TOR,L,30,3,9,33.3%,0,1,0.0%,1,2,50.0%,2,7,9,5,2,0,1,0,7,15
Kyle Anderson - Average,Average,,,,22.8,2.5,5.6,49.6%,0.1,0.7,7.6%,1.4,2.0,48.8%,0.7,2.9,3.6,3.8,0.8,0.7,1.5,1.3,6.5,0.4
Giannis Antetokounmpo,Bucks,"JAN 04, 2024",MIL @ SAS,W,40,19,28,67.9%,2,3,66.7%,4,6,66.7%,3,11,14,7,2,1,1,3,44,11
Giannis Antetokounmpo,Bucks,"JAN 03, 2024",MIL @ IND,L,36,8,13,61.5%,1,2,50.0%,9,13,69.2%,0,11,11,8,3,1,3,2,26,-12
Giannis Antetokounmpo,Bucks,"JAN 01, 2024",MIL vs. IND,L,37,11,20,55.0%,0,3,0.0%,8,11,72.7%,3,15,18,11,1,2,4,3,30,3
Giannis Antetokounmpo,Bucks,"DEC 29, 2023",MIL @ CLE,W,37,14,22,63.6%,0,1,0.0%,6,7,85.7%,2,14,16,5,1,0,3,2,34,12
Giannis Antetokounmpo,Bucks,"DEC 27, 2023",MIL @ BKN,W,30,10,12,83.3%,0,0,0.0%,12,17,70.6%,2,8,10,8,0,2,2,2,32,8
Giannis Antetokounmpo,Bucks,"DEC 25, 2023",MIL @ NYK,L,39,13,24,54.2%,1,2,50.0%,5,9,55.6%,5,8,13,6,1,2,2,4,32,-5
Giannis Antetokounmpo,Bucks,"DEC 23, 2023",MIL @ NYK,W,32,11,17,64.7%,0,0,0.0%,6,8,75.0%,2,5,7,7,1,1,5,4,28,3
Giannis Antetokounmpo,Bucks,"DEC 21, 2023",MIL vs. ORL,W,37,11,25,44.0%,0,3,0.0%,15,19,78.9%,2,8,10,6,0,2,5,4,37,9
Giannis Antetokounmpo,Bucks,"DEC 19, 2023",MIL vs. SAS,W,34,4,12,33.3%,0,2,0.0%,3,6,50.0%,2,12,14,16,2,1,3,1,11,13
Giannis Antetokounmpo,Bucks,"DEC 17, 2023",MIL vs. HOU,W,39,10,22,45.5%,1,3,33.3%,5,11,45.5%,6,11,17,3,0,0,6,3,26,11
Giannis Antetokounmpo,Bucks,"DEC 16, 2023",MIL vs. DET,W,26,7,9,77.8%,0,0,0.0%,8,13,61.5%,1,7,8,6,1,0,0,1,22,22
Giannis Antetokounmpo,Bucks,"DEC 13, 2023",MIL vs. IND,W,37,20,28,71.4%,0,3,0.0%,24,32,75.0%,3,11,14,3,4,1,4,1,64,29
Giannis Antetokounmpo,Bucks,"DEC 11, 2023",MIL vs. CHI,W,41,9,13,69.2%,0,0,0.0%,14,18,77.8%,1,11,12,6,2,0,2,2,32,13
Giannis Antetokounmpo,Bucks,"DEC 07, 2023",MIL vs. IND,L,41,13,19,68.4%,0,1,0.0%,11,13,84.6%,1,9,10,2,0,2,1,3,37,-5
Giannis Antetokounmpo,Bucks,"DEC 05, 2023",MIL vs. NYK,W,34,15,22,68.2%,1,1,100.0%,4,9,44.4%,3,5,8,10,3,0,4,3,35,19
Giannis Antetokounmpo,Bucks,"DEC 02, 2023",MIL vs. ATL,W,36,14,20,70.0%,0,1,0.0%,4,5,80.0%,2,9,11,10,2,1,5,1,32,8
Giannis Antetokounmpo,Bucks,"NOV 30, 2023",MIL @ CHI,L,39,11,17,64.7%,0,1,0.0%,4,4,100.0%,6,8,14,5,2,5,5,5,26,-8
Giannis Antetokounmpo,Bucks,"NOV 28, 2023",MIL @ MIA,W,40,11,16,68.8%,1,2,50.0%,10,13,76.9%,2,8,10,5,3,1,4,3,33,18
Giannis Antetokounmpo,Bucks,"NOV 26, 2023",MIL vs. POR,W,39,11,21,52.4%,0,1,0.0%,11,18,61.1%,6,10,16,6,1,3,4,5,33,9
Giannis Antetokounmpo,Bucks,"NOV 24, 2023",MIL vs. WAS,W,37,11,19,57.9%,0,0,0.0%,9,12,75.0%,3,6,9,3,3,1,3,2,31,-10
Giannis Antetokounmpo,Bucks,"NOV 22, 2023",MIL @ BOS,L,37,7,20,35.0%,0,3,0.0%,7,10,70.0%,3,10,13,5,2,0,3,4,21,6
Giannis Antetokounmpo,Bucks,"NOV 20, 2023",MIL @ WAS,W,34,20,23,87.0%,0,0,0.0%,2,6,33.3%,6,7,13,8,1,1,5,2,42,10
Giannis Antetokounmpo,Bucks,"NOV 18, 2023",MIL vs. DAL,W,38,18,26,69.2%,1,3,33.3%,3,5,60.0%,2,13,15,7,2,1,3,3,40,-7
Giannis Antetokounmpo,Bucks,"NOV 17, 2023",MIL @ CHA,W,28,6,10,60.0%,0,0,0.0%,4,7,57.1%,0,8,8,9,1,0,4,5,16,6
Giannis Antetokounmpo,Bucks,"NOV 13, 2023",MIL vs. CHI,W,35,13,22,59.1%,1,3,33.3%,8,14,57.1%,3,8,11,2,0,0,3,4,35,13
Giannis Antetokounmpo,Bucks,"NOV 11, 2023",MIL @ ORL,L,37,15,22,68.2%,0,1,0.0%,5,12,41.7%,2,8,10,7,4,2,6,4,35,-11
Giannis Antetokounmpo,Bucks,"NOV 09, 2023",MIL @ IND,L,36,19,25,76.0%,0,1,0.0%,16,18,88.9%,2,10,12,3,0,0,8,4,54,6
Giannis Antetokounmpo,Bucks,"NOV 08, 2023",MIL vs. DET,W,22,6,16,37.5%,0,2,0.0%,3,6,50.0%,0,9,9,5,0,3,1,1,15,5
Giannis Antetokounmpo,Bucks,"NOV 06, 2023",MIL @ BKN,W,35,15,27,55.6%,1,7,14.3%,5,6,83.3%,2,10,12,3,1,2,3,1,36,15
Giannis Antetokounmpo,Bucks,"NOV 03, 2023",MIL vs. NYK,W,36,6,10,60.0%,3,3,100.0%,7,13,53.8%,1,7,8,6,0,1,7,3,22,13
Giannis Antetokounmpo,Bucks,"NOV 01, 2023",MIL @ TOR,L,28,5,11,45.5%,0,0,0.0%,6,9,66.7%,3,1,4,2,1,0,3,3,16,-10
Giannis Antetokounmpo,Bucks,"OCT 30, 2023",MIL vs. MIA,W,32,12,21,57.1%,1,3,33.3%,8,11,72.7%,1,6,7,2,0,1,2,3,33,18
Giannis Antetokounmpo,Bucks,"OCT 29, 2023",MIL vs. ATL,L,29,9,14,64.3%,0,1,0.0%,8,10,80.0%,5,6,11,3,1,2,3,2,26,-11
Giannis Antetokounmpo,Bucks,"OCT 26, 2023",MIL vs. PHI,W,35,10,21,47.6%,0,3,0.0%,3,9,33.3%,4,8,12,3,2,2,7,4,23,-13
Giannis Antetokounmpo - Average,Average,,,,35.1,11.6,19.0,60.7%,0.4,1.7,16.6%,7.6,11.2,66.3%,2.6,8.8,11.4,5.8,1.4,1.2,3.6,2.9,31.1,5.5
Thanasis Antetokounmpo,Bucks,"JAN 03, 2024",MIL @ IND,L,2,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,1,1,0,0,0,0,2,0,5
Thanasis Antetokounmpo,Bucks,"DEC 27, 2023",MIL @ BKN,W,1,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,2,0,0,0,0,0,6
Thanasis Antetokounmpo,Bucks,"DEC 19, 2023",MIL vs. SAS,W,1,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,1,0,0,0,0,0,-2
Thanasis Antetokounmpo,Bucks,"DEC 17, 2023",MIL vs. HOU,W,0,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,0,0,0,0,0,-3
Thanasis Antetokounmpo,Bucks,"DEC 16, 2023",MIL vs. DET,W,5,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,1,1,0,0,0,0,0,0,-4
Thanasis Antetokounmpo,Bucks,"DEC 13, 2023",MIL vs. IND,W,1,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,0,0,1,0,0,-9
Thanasis Antetokounmpo,Bucks,"DEC 05, 2023",MIL vs. NYK,W,2,1,1,100.0%,0,0,0.0%,0,0,0.0%,1,0,1,0,1,0,0,0,2,4
Thanasis Antetokounmpo,Bucks,"NOV 26, 2023",MIL vs. POR,W,4,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,2,2,0,0,0,0,0,0,-2
Thanasis Antetokounmpo,Bucks,"NOV 20, 2023",MIL @ WAS,W,1,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,0,0,0,0,0,-5
Thanasis Antetokounmpo,Bucks,"NOV 17, 2023",MIL @ CHA,W,3,1,1,100.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,0,0,0,0,2,11
