Player,Team,GAME_DATE,MATCHUP,Win/Loss,Minutes,2PTMade,2PTAttempted,2PT_%,3PTMade,3PT_Attempted,3PT_%,FreeThrowsMade,FreeThrowsAttempted,FreeThrow%,OffensiveRebounds,DefensiveRebounds,TotRebounds,Assists,Steals,Blocks,Turnovers,PersonalFouls,Points,+/-
Malcolm Brogdon,Trail Blazers,"NOV 30, 2023",POR @ CLE,W,31,3,7,42.9%,1,3,33.3%,4,4,100.0%,2,1,3,7,2,1,5,0,11,-9
Malcolm Brogdon,Trail Blazers,"NOV 27, 2023",POR @ IND,W,36,9,20,45.0%,1,3,33.3%,5,6,83.3%,0,2,2,7,0,0,1,1,24,-6
Malcolm Brogdon,Trail Blazers,"NOV 26, 2023",POR @ MIL,L,34,7,23,30.4%,2,6,33.3%,2,3,66.7%,2,6,8,12,2,1,2,4,18,-6
Malcolm Brogdon,Trail Blazers,"NOV 22, 2023",POR vs. UTA,W,24,9,16,56.3%,1,5,20.0%,1,1,100.0%,1,3,4,8,1,0,0,0,20,12
Malcolm Brogdon,Trail Blazers,"NOV 21, 2023",POR @ PHX,L,25,6,14,42.9%,4,5,80.0%,3,4,75.0%,1,0,1,5,0,0,2,2,19,-3
Malcolm Brogdon,Trail Blazers,"NOV 08, 2023",POR @ SAC,L,5,2,3,66.7%,1,2,50.0%,0,0,0.0%,0,1,1,1,0,0,0,1,5,1
Malcolm Brogdon,Trail Blazers,"NOV 05, 2023",POR vs. MEM,L,39,6,20,30.0%,2,8,25.0%,4,4,100.0%,3,4,7,11,1,0,1,2,18,-17
Malcolm Brogdon,Trail Blazers,"NOV 03, 2023",POR vs. MEM,W,44,6,19,31.6%,2,9,22.2%,10,12,83.3%,0,7,7,10,3,0,4,1,24,14
Malcolm Brogdon,Trail Blazers,"NOV 01, 2023",POR @ DET,W,25,5,11,45.5%,1,4,25.0%,3,4,75.0%,1,5,6,6,1,0,2,1,14,17
Malcolm Brogdon,Trail Blazers,"OCT 30, 2023",POR @ TOR,W,29,9,21,42.9%,3,7,42.9%,0,1,0.0%,1,2,3,5,0,0,1,2,21,9
Malcolm Brogdon,Trail Blazers,"OCT 29, 2023",POR @ PHI,L,26,7,16,43.8%,2,6,33.3%,2,2,100.0%,1,4,5,5,1,0,2,2,18,-6
Malcolm Brogdon,Trail Blazers,"OCT 27, 2023",POR vs. ORL,L,31,6,15,40.0%,2,6,33.3%,4,6,66.7%,2,5,7,1,0,0,2,2,18,-4
Malcolm Brogdon,Trail Blazers,"OCT 25, 2023",POR @ LAC,L,23,8,16,50.0%,3,5,60.0%,1,1,100.0%,0,2,2,5,0,0,1,0,20,-5
Malcolm Brogdon - Average,Average,,,,28.0,5.7,13.0,43.5%,2.2,5.4,38.4%,2.1,2.7,56.8%,0.7,2.8,3.5,5.6,0.8,0.2,1.4,1.3,15.7,-1.6
Armoni Brooks,Nets,"JAN 03, 2024",BKN @ HOU,L,3,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,1,1,0,0,0,0,0,0,4
Armoni Brooks,Nets,"JAN 02, 2024",BKN @ NOP,L,8,2,5,40.0%,1,4,25.0%,0,0,0.0%,1,0,1,0,0,0,0,1,5,0
Armoni Brooks,Nets,"DEC 27, 2023",BKN vs. MIL,L,29,4,14,28.6%,3,9,33.3%,1,2,50.0%,2,2,4,2,1,0,2,1,12,-12
Armoni Brooks,Nets,"DEC 14, 2023",BKN @ DEN,L,15,2,9,22.2%,2,6,33.3%,0,0,0.0%,2,0,2,2,0,1,0,0,6,1
Armoni Brooks,Nets,"DEC 11, 2023",BKN @ SAC,L,4,1,1,100.0%,0,0,0.0%,0,0,0.0%,0,0,0,1,0,0,0,0,2,4
Armoni Brooks,Nets,"NOV 26, 2023",BKN vs. CHI,W,4,0,2,0.0%,0,2,0.0%,0,0,0.0%,0,1,1,0,0,0,0,1,0,-2
Armoni Brooks,Nets,"NOV 25, 2023",BKN vs. MIA,W,4,0,3,0.0%,0,2,0.0%,0,0,0.0%,1,2,3,0,0,0,0,0,0,-3
Armoni Brooks,Nets,"NOV 10, 2023",BKN @ BOS,L,19,0,5,0.0%,0,3,0.0%,0,0,0.0%,1,3,4,0,0,0,1,0,0,4
Armoni Brooks,Nets,"NOV 04, 2023",BKN vs. BOS,L,1,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,0,0,0,0,0,2
Armoni Brooks,Nets,"NOV 01, 2023",BKN @ MIA,W,16,6,7,85.7%,5,6,83.3%,0,0,0.0%,0,2,2,0,0,0,0,0,17,30
Armoni Brooks - Average,Average,,,,10.3,1.5,4.6,27.6%,1.1,3.2,17.5%,0.1,0.2,5.0%,0.7,1.1,1.8,0.5,0.1,0.1,0.3,0.3,4.2,2.8
Dillon Brooks,Rockets,"DEC 26, 2023",HOU vs. IND,L,22,4,9,44.4%,0,1,0.0%,1,1,100.0%,1,0,1,1,1,0,0,0,9,-15
Dillon Brooks,Rockets,"DEC 23, 2023",HOU @ NOP,W,28,2,7,28.6%,1,4,25.0%,0,0,0.0%,0,5,5,5,1,0,1,3,5,6
Dillon Brooks,Rockets,"DEC 22, 2023",HOU vs. DAL,W,22,4,9,44.4%,2,5,40.0%,0,0,0.0%,0,3,3,1,0,0,2,2,10,35
Dillon Brooks,Rockets,"DEC 20, 2023",HOU vs. ATL,L,30,7,9,77.8%,5,6,83.3%,0,0,0.0%,0,2,2,1,2,0,0,5,19,1
Dillon Brooks,Rockets,"DEC 18, 2023",HOU @ CLE,L,38,6,12,50.0%,3,7,42.9%,1,2,50.0%,1,2,3,2,0,0,0,3,16,0
Dillon Brooks,Rockets,"DEC 17, 2023",HOU @ MIL,L,35,7,12,58.3%,2,4,50.0%,2,2,100.0%,1,3,4,1,2,0,2,4,18,-15
Dillon Brooks,Rockets,"DEC 15, 2023",HOU @ MEM,W,40,10,20,50.0%,3,9,33.3%,3,4,75.0%,1,6,7,1,1,0,2,3,26,3
Dillon Brooks,Rockets,"DEC 13, 2023",HOU vs. MEM,W,28,4,8,50.0%,1,3,33.3%,2,2,100.0%,0,2,2,1,0,0,4,6,11,12
Dillon Brooks,Rockets,"DEC 11, 2023",HOU vs. SAS,W,30,1,12,8.3%,0,6,0.0%,0,0,0.0%,1,4,5,2,0,0,2,3,2,7
Dillon Brooks,Rockets,"DEC 08, 2023",HOU @ DEN,W,33,6,12,50.0%,4,10,40.0%,0,0,0.0%,1,4,5,1,2,0,3,5,16,2
Dillon Brooks,Rockets,"DEC 06, 2023",HOU vs. OKC,W,40,9,17,52.9%,2,7,28.6%,3,3,100.0%,2,2,4,2,1,0,3,2,23,3
Dillon Brooks,Rockets,"DEC 02, 2023",HOU @ LAL,L,33,4,9,44.4%,2,4,50.0%,0,0,0.0%,1,1,2,1,0,0,1,4,10,-14
Dillon Brooks,Rockets,"NOV 29, 2023",HOU @ DEN,L,23,4,7,57.1%,1,4,25.0%,2,3,66.7%,1,0,1,2,0,0,4,4,11,-22
Dillon Brooks,Rockets,"NOV 28, 2023",HOU @ DAL,L,28,7,13,53.8%,1,4,25.0%,1,2,50.0%,0,1,1,1,0,0,1,6,16,-12
Dillon Brooks,Rockets,"NOV 24, 2023",HOU vs. DEN,W,30,2,8,25.0%,2,3,66.7%,2,2,100.0%,1,0,1,2,0,0,2,4,8,8
Dillon Brooks,Rockets,"NOV 22, 2023",HOU vs. MEM,W,27,4,14,28.6%,0,5,0.0%,5,5,100.0%,1,4,5,1,1,0,1,4,13,-2
Dillon Brooks,Rockets,"NOV 20, 2023",HOU @ GSW,L,31,6,13,46.2%,2,5,40.0%,2,2,100.0%,2,2,4,2,0,0,1,5,16,3
Dillon Brooks,Rockets,"NOV 19, 2023",HOU @ LAL,L,41,9,21,42.9%,6,11,54.5%,0,0,0.0%,1,0,1,2,4,0,2,5,24,3
Dillon Brooks,Rockets,"NOV 17, 2023",HOU @ LAC,L,31,2,6,33.3%,0,2,0.0%,0,1,0.0%,1,3,4,1,1,0,0,6,4,-16
Dillon Brooks,Rockets,"NOV 12, 2023",HOU vs. DEN,W,29,3,6,50.0%,1,3,33.3%,3,4,75.0%,0,4,4,2,0,0,3,4,10,-9
Dillon Brooks,Rockets,"NOV 10, 2023",HOU vs. NOP,W,21,3,7,42.9%,1,1,100.0%,3,5,60.0%,0,2,2,2,2,1,0,5,10,12
Dillon Brooks,Rockets,"NOV 08, 2023",HOU vs. LAL,W,25,2,6,33.3%,1,3,33.3%,0,0,0.0%,0,4,4,1,0,0,2,4,5,18
Dillon Brooks,Rockets,"NOV 06, 2023",HOU vs. SAC,W,28,3,6,50.0%,1,3,33.3%,2,2,100.0%,0,6,6,1,0,0,1,1,9,34
Dillon Brooks,Rockets,"NOV 04, 2023",HOU vs. SAC,W,38,9,14,64.3%,2,4,50.0%,6,6,100.0%,3,6,9,1,1,0,1,0,26,25
Dillon Brooks,Rockets,"NOV 01, 2023",HOU vs. CHA,W,38,7,9,77.8%,3,3,100.0%,3,4,75.0%,1,2,3,5,5,0,7,4,20,-3
Dillon Brooks,Rockets,"OCT 29, 2023",HOU vs. GSW,L,34,4,10,40.0%,2,5,40.0%,2,2,100.0%,0,4,4,2,0,0,0,5,12,2
Dillon Brooks,Rockets,"OCT 27, 2023",HOU @ SAS,L,39,7,13,53.8%,1,2,50.0%,2,2,100.0%,0,2,2,2,1,0,2,4,17,4
Dillon Brooks,Rockets,"OCT 25, 2023",HOU @ ORL,L,26,5,7,71.4%,4,6,66.7%,0,0,0.0%,0,4,4,2,1,0,2,4,14,-15
Dillon Brooks - Average,Average,,,,31.0,5.0,10.6,47.5%,1.9,4.6,40.9%,1.6,1.9,55.4%,0.7,2.8,3.5,1.7,0.9,0.0,1.8,3.8,13.6,2.0
Bruce Brown,Pacers,"JAN 03, 2024",IND vs. MIL,W,28,5,7,71.4%,0,1,0.0%,5,6,83.3%,0,5,5,2,0,0,4,6,15,4
Bruce Brown,Pacers,"DEC 21, 2023",IND @ MEM,L,28,1,4,25.0%,0,1,0.0%,2,2,100.0%,1,3,4,2,0,1,0,4,4,-6
Bruce Brown,Pacers,"DEC 20, 2023",IND vs. CHA,W,28,3,6,50.0%,0,1,0.0%,0,0,0.0%,0,5,5,6,0,0,0,3,6,34
Bruce Brown,Pacers,"DEC 18, 2023",IND vs. LAC,L,20,4,11,36.4%,0,4,0.0%,3,3,100.0%,3,1,4,3,1,0,2,4,11,-26
Bruce Brown,Pacers,"DEC 16, 2023",IND @ MIN,L,27,8,14,57.1%,1,3,33.3%,0,0,0.0%,1,4,5,2,0,1,3,1,17,-20
Bruce Brown,Pacers,"DEC 15, 2023",IND @ WAS,L,23,2,7,28.6%,0,2,0.0%,0,0,0.0%,0,2,2,1,1,0,1,4,4,-5
Bruce Brown,Pacers,"DEC 13, 2023",IND @ MIL,L,27,4,10,40.0%,0,3,0.0%,1,4,25.0%,3,5,8,9,2,0,1,2,9,2
Bruce Brown,Pacers,"DEC 11, 2023",IND @ DET,W,37,4,11,36.4%,0,4,0.0%,3,4,75.0%,3,6,9,0,2,0,1,3,11,8
Bruce Brown,Pacers,"DEC 07, 2023",IND @ MIL,W,28,3,9,33.3%,0,1,0.0%,4,4,100.0%,0,3,3,1,1,0,1,2,10,-5
Bruce Brown,Pacers,"DEC 04, 2023",IND vs. BOS,W,36,3,10,30.0%,1,3,33.3%,6,7,85.7%,0,8,8,4,3,0,3,4,13,2
Bruce Brown,Pacers,"DEC 02, 2023",IND @ MIA,W,37,11,16,68.8%,4,6,66.7%,4,5,80.0%,0,4,4,2,0,0,1,0,30,20
Bruce Brown,Pacers,"NOV 30, 2023",IND @ MIA,L,32,5,9,55.6%,0,2,0.0%,5,7,71.4%,1,5,6,3,0,0,0,1,15,-6
Bruce Brown,Pacers,"NOV 27, 2023",IND vs. POR,L,33,5,10,50.0%,1,5,20.0%,0,0,0.0%,0,3,3,3,2,0,2,4,11,2
Bruce Brown,Pacers,"NOV 24, 2023",IND vs. DET,W,37,3,10,30.0%,0,3,0.0%,4,5,80.0%,0,4,4,5,3,0,0,3,10,26
Bruce Brown,Pacers,"NOV 22, 2023",IND vs. TOR,L,34,5,9,55.6%,1,4,25.0%,3,3,100.0%,0,4,4,3,2,0,3,4,14,8
Bruce Brown,Pacers,"NOV 21, 2023",IND @ ATL,W,30,5,10,50.0%,2,5,40.0%,1,2,50.0%,0,0,0,3,2,0,2,4,13,-1
Bruce Brown,Pacers,"NOV 19, 2023",IND vs. ORL,L,22,4,7,57.1%,1,2,50.0%,2,2,100.0%,0,5,5,1,0,1,1,3,11,-20
Bruce Brown,Pacers,"NOV 14, 2023",IND @ PHI,W,36,5,11,45.5%,0,2,0.0%,4,4,100.0%,0,5,5,3,1,0,0,4,14,9
Bruce Brown,Pacers,"NOV 12, 2023",IND @ PHI,L,31,3,5,60.0%,0,1,0.0%,3,4,75.0%,2,2,4,3,0,2,0,1,9,-6
Bruce Brown,Pacers,"NOV 09, 2023",IND vs. MIL,W,38,3,9,33.3%,1,4,25.0%,4,4,100.0%,2,7,9,7,2,1,2,0,11,15
Bruce Brown,Pacers,"NOV 08, 2023",IND vs. UTA,W,32,4,11,36.4%,1,4,25.0%,0,0,0.0%,0,4,4,0,2,1,2,2,9,13
Bruce Brown,Pacers,"NOV 06, 2023",IND vs. SAS,W,24,3,7,42.9%,1,3,33.3%,0,0,0.0%,0,5,5,4,0,0,0,1,7,21
Bruce Brown,Pacers,"NOV 04, 2023",IND vs. CHA,L,32,3,8,37.5%,1,4,25.0%,0,0,0.0%,0,1,1,6,2,0,0,3,7,7
Bruce Brown,Pacers,"NOV 03, 2023",IND vs. CLE,W,37,8,15,53.3%,3,6,50.0%,0,0,0.0%,1,6,7,2,0,0,2,2,19,9
Bruce Brown,Pacers,"NOV 01, 2023",IND @ BOS,L,21,1,6,16.7%,0,3,0.0%,1,2,50.0%,0,1,1,1,1,0,0,1,3,-25
Bruce Brown,Pacers,"OCT 30, 2023",IND vs. CHI,L,37,6,12,50.0%,3,6,50.0%,0,0,0.0%,2,5,7,1,1,0,3,2,15,-13
Bruce Brown,Pacers,"OCT 28, 2023",IND @ CLE,W,32,3,8,37.5%,0,1,0.0%,0,0,0.0%,0,4,4,2,1,0,0,3,6,0
Bruce Brown,Pacers,"OCT 25, 2023",IND vs. WAS,W,27,8,11,72.7%,6,8,75.0%,2,2,100.0%,1,2,3,1,1,0,1,3,24,15
Bruce Brown - Average,Average,,,,30.5,4.4,9.4,45.0%,1.0,3.3,19.7%,2.0,2.5,52.7%,0.7,3.9,4.6,2.9,1.1,0.2,1.2,2.6,11.7,2.2
Jaylen Brown,Celtics,"JAN 02, 2024",BOS @ OKC,L,38,4,18,22.2%,0,8,0.0%,7,8,87.5%,2,4,6,3,0,0,4,5,15,-1
Jaylen Brown,Celtics,"DEC 31, 2023",BOS @ SAS,W,26,9,13,69.2%,2,2,100.0%,4,6,66.7%,1,5,6,3,2,0,2,0,24,26
Jaylen Brown,Celtics,"DEC 29, 2023",BOS vs. TOR,W,41,11,16,68.8%,5,6,83.3%,4,5,80.0%,1,9,10,6,0,0,7,4,31,12
Jaylen Brown,Celtics,"DEC 25, 2023",BOS @ LAL,W,33,7,17,41.2%,1,5,20.0%,4,7,57.1%,3,2,5,2,3,0,2,3,19,9
Jaylen Brown,Celtics,"DEC 23, 2023",BOS @ LAC,W,29,9,17,52.9%,3,6,50.0%,3,4,75.0%,3,3,6,2,1,0,3,2,24,29
Jaylen Brown,Celtics,"DEC 20, 2023",BOS @ SAC,W,29,11,21,52.4%,0,3,0.0%,6,7,85.7%,1,4,5,6,0,0,0,2,28,22
Jaylen Brown,Celtics,"DEC 19, 2023",BOS @ GSW,L,41,10,22,45.5%,1,4,25.0%,7,8,87.5%,3,5,8,7,0,1,4,2,28,-3
Jaylen Brown,Celtics,"DEC 17, 2023",BOS vs. ORL,W,34,12,20,60.0%,5,8,62.5%,2,2,100.0%,1,4,5,6,1,1,2,4,31,11
Jaylen Brown,Celtics,"DEC 15, 2023",BOS vs. ORL,W,30,8,15,53.3%,0,5,0.0%,2,3,66.7%,0,3,3,4,0,1,2,0,18,20
Jaylen Brown,Celtics,"DEC 14, 2023",BOS vs. CLE,W,36,10,20,50.0%,2,5,40.0%,0,0,0.0%,2,3,5,5,2,0,2,3,22,4
Jaylen Brown,Celtics,"DEC 12, 2023",BOS vs. CLE,W,35,10,17,58.8%,1,5,20.0%,4,4,100.0%,1,1,2,4,1,1,3,1,25,-6
Jaylen Brown,Celtics,"DEC 08, 2023",BOS vs. NYK,W,27,7,13,53.8%,2,5,40.0%,1,1,100.0%,0,0,0,4,1,1,2,5,17,17
Jaylen Brown,Celtics,"DEC 04, 2023",BOS @ IND,L,31,14,23,60.9%,2,7,28.6%,0,1,0.0%,2,7,9,0,1,2,3,6,30,-10
Jaylen Brown,Celtics,"DEC 01, 2023",BOS vs. PHI,W,35,8,20,40.0%,1,4,25.0%,3,4,75.0%,1,3,4,0,4,2,3,3,20,10
Jaylen Brown,Celtics,"NOV 28, 2023",BOS vs. CHI,W,35,12,23,52.2%,3,8,37.5%,3,5,60.0%,2,6,8,6,0,1,3,1,30,22
Jaylen Brown,Celtics,"NOV 26, 2023",BOS vs. ATL,W,36,9,19,47.4%,2,7,28.6%,1,2,50.0%,1,6,7,3,1,0,2,4,21,5
Jaylen Brown,Celtics,"NOV 24, 2023",BOS @ ORL,L,39,6,22,27.3%,2,8,25.0%,4,7,57.1%,0,3,3,2,3,1,3,3,18,1
Jaylen Brown,Celtics,"NOV 22, 2023",BOS vs. MIL,W,35,10,16,62.5%,3,5,60.0%,3,3,100.0%,0,2,2,8,1,0,1,1,26,-3
Jaylen Brown,Celtics,"NOV 20, 2023",BOS @ CHA,L,34,5,17,29.4%,0,5,0.0%,3,4,75.0%,1,3,4,3,0,0,2,5,13,-23
Jaylen Brown,Celtics,"NOV 19, 2023",BOS @ MEM,W,34,5,16,31.3%,1,7,14.3%,1,2,50.0%,0,6,6,3,2,2,2,4,12,1
Jaylen Brown,Celtics,"NOV 17, 2023",BOS @ TOR,W,36,9,14,64.3%,3,5,60.0%,2,3,66.7%,0,3,3,4,1,1,3,2,23,4
Jaylen Brown,Celtics,"NOV 13, 2023",BOS vs. NYK,W,36,7,18,38.9%,2,9,22.2%,6,6,100.0%,1,4,5,6,1,1,3,3,22,17
Jaylen Brown,Celtics,"NOV 11, 2023",BOS vs. TOR,W,32,12,20,60.0%,3,8,37.5%,2,3,66.7%,1,4,5,2,0,0,2,1,29,9
Jaylen Brown,Celtics,"NOV 10, 2023",BOS vs. BKN,W,29,10,19,52.6%,5,9,55.6%,3,5,60.0%,0,3,3,5,1,0,3,0,28,6
Jaylen Brown,Celtics,"NOV 08, 2023",BOS @ PHI,L,36,4,13,30.8%,2,7,28.6%,1,2,50.0%,0,2,2,2,1,1,4,2,11,-3
Jaylen Brown,Celtics,"NOV 06, 2023",BOS @ MIN,L,39,10,21,47.6%,3,8,37.5%,3,4,75.0%,0,7,7,4,1,0,3,5,26,-16
Jaylen Brown,Celtics,"NOV 04, 2023",BOS @ BKN,W,35,7,22,31.8%,2,11,18.2%,7,8,87.5%,0,5,5,4,0,1,2,4,23,6
Jaylen Brown,Celtics,"NOV 01, 2023",BOS vs. IND,W,25,7,15,46.7%,0,1,0.0%,2,2,100.0%,1,6,7,1,0,0,2,3,16,22
Jaylen Brown,Celtics,"OCT 30, 2023",BOS @ WAS,W,32,13,24,54.2%,8,13,61.5%,2,4,50.0%,0,6,6,2,3,1,0,3,36,32
Jaylen Brown,Celtics,"OCT 27, 2023",BOS vs. MIA,W,34,11,22,50.0%,3,7,42.9%,2,4,50.0%,2,4,6,1,2,0,4,1,27,3
Jaylen Brown,Celtics,"OCT 25, 2023",BOS @ NYK,W,38,4,11,36.4%,0,4,0.0%,3,4,75.0%,0,6,6,5,1,0,2,5,11,8
Jaylen Brown - Average,Average,,,,33.9,8.7,18.2,48.1%,2.2,6.3,33.0%,3.1,4.1,69.5%,1.0,4.2,5.1,3.6,1.1,0.6,2.6,2.8,22.7,7.5
Kobe Brown,Clippers,"JAN 01, 2024",LAC vs. MIA,W,3,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,0,0,1,0,0,-3
Kobe Brown,Clippers,"DEC 29, 2023",LAC vs. MEM,W,15,3,5,60.0%,1,3,33.3%,0,0,0.0%,0,4,4,0,0,0,0,2,7,1
Kobe Brown,Clippers,"DEC 26, 2023",LAC vs. CHA,W,17,1,4,25.0%,0,2,0.0%,0,0,0.0%,0,0,0,2,2,0,0,0,2,-5
Kobe Brown,Clippers,"DEC 23, 2023",LAC vs. BOS,L,25,2,2,100.0%,2,2,100.0%,0,0,0.0%,0,2,2,4,1,0,0,3,6,-18
Kobe Brown,Clippers,"DEC 21, 2023",LAC @ OKC,L,10,1,3,33.3%,0,2,0.0%,0,0,0.0%,0,0,0,0,0,0,0,1,2,1
Kobe Brown,Clippers,"DEC 18, 2023",LAC @ IND,W,6,0,2,0.0%,0,1,0.0%,0,0,0.0%,0,1,1,1,0,0,1,1,0,-5
Kobe Brown,Clippers,"DEC 16, 2023",LAC vs. NYK,W,5,2,3,66.7%,2,3,66.7%,0,0,0.0%,0,0,0,0,0,0,0,0,6,-2
Kobe Brown,Clippers,"DEC 14, 2023",LAC vs. GSW,W,7,1,1,100.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,1,0,0,2,2,14
Kobe Brown,Clippers,"DEC 12, 2023",LAC vs. SAC,W,24,3,5,60.0%,1,3,33.3%,0,0,0.0%,1,5,6,0,0,1,1,5,7,-3
Kobe Brown,Clippers,"DEC 11, 2023",LAC vs. POR,W,5,0,1,0.0%,0,1,0.0%,0,0,0.0%,0,0,0,0,0,0,0,1,0,-5
Kobe Brown,Clippers,"DEC 08, 2023",LAC @ UTA,W,14,0,2,0.0%,0,0,0.0%,1,2,50.0%,2,1,3,1,0,1,0,3,1,-7
Kobe Brown,Clippers,"DEC 06, 2023",LAC vs. DEN,W,17,1,4,25.0%,1,3,33.3%,0,0,0.0%,0,4,4,1,0,0,0,4,3,17
Kobe Brown,Clippers,"DEC 02, 2023",LAC vs. GSW,W,11,0,3,0.0%,0,3,0.0%,0,0,0.0%,0,1,1,3,0,0,0,1,0,-6
Kobe Brown,Clippers,"NOV 30, 2023",LAC @ GSW,L,6,0,1,0.0%,0,1,0.0%,0,0,0.0%,0,1,1,0,0,0,0,2,0,-6
Kobe Brown,Clippers,"NOV 29, 2023",LAC @ SAC,W,11,1,2,50.0%,1,2,50.0%,0,0,0.0%,0,2,2,0,0,0,0,3,3,-3
Kobe Brown,Clippers,"NOV 25, 2023",LAC vs. DAL,W,5,0,2,0.0%,0,1,0.0%,0,0,0.0%,1,2,3,0,0,0,0,0,0,-1
Kobe Brown,Clippers,"NOV 10, 2023",LAC @ DAL,L,13,3,4,75.0%,1,1,100.0%,0,0,0.0%,1,0,1,0,0,0,1,2,7,10
Kobe Brown,Clippers,"NOV 06, 2023",LAC @ NYK,L,4,0,1,0.0%,0,1,0.0%,0,0,0.0%,0,0,0,0,0,0,0,0,0,2
Kobe Brown,Clippers,"NOV 01, 2023",LAC @ LAL,L,6,0,1,0.0%,0,1,0.0%,0,0,0.0%,0,0,0,0,0,0,0,0,0,-7
Kobe Brown,Clippers,"OCT 31, 2023",LAC vs. ORL,W,19,3,4,75.0%,1,2,50.0%,0,0,0.0%,1,2,3,1,0,1,0,4,7,11
Kobe Brown,Clippers,"OCT 29, 2023",LAC vs. SAS,W,5,1,2,50.0%,1,2,50.0%,0,0,0.0%,0,4,4,1,1,0,0,1,3,10
Kobe Brown,Clippers,"OCT 25, 2023",LAC vs. POR,W,5,0,2,0.0%,0,1,0.0%,0,0,0.0%,0,0,0,0,0,0,0,1,0,-12
Kobe Brown - Average,Average,,,,10.6,1.0,2.5,32.7%,0.5,1.6,23.5%,0.0,0.1,2.3%,0.3,1.3,1.6,0.6,0.2,0.1,0.2,1.6,2.5,-0.8
Moses Brown,Trail Blazers,"JAN 01, 2024",POR @ PHX,L,16,1,2,50.0%,0,0,0.0%,0,0,0.0%,0,6,6,1,0,1,2,2,2,-5
Moses Brown,Trail Blazers,"DEC 29, 2023",POR vs. SAS,W,4,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,4,4,0,0,0,0,1,0,-2
Moses Brown,Trail Blazers,"DEC 28, 2023",POR vs. SAS,L,14,2,6,33.3%,0,0,0.0%,0,0,0.0%,5,2,7,0,0,0,0,3,4,-8
Moses Brown,Trail Blazers,"DEC 26, 2023",POR vs. SAC,W,14,0,1,0.0%,0,0,0.0%,0,2,0.0%,5,6,11,0,1,1,1,3,0,-5
Moses Brown,Trail Blazers,"DEC 14, 2023",POR vs. UTA,L,5,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,1,1,0,0,0,0,0,0,-6
Moses Brown,Trail Blazers,"DEC 11, 2023",POR @ LAC,L,16,3,7,42.9%,0,0,0.0%,0,0,0.0%,4,8,12,0,0,0,1,1,6,1
Moses Brown,Trail Blazers,"NOV 21, 2023",POR @ PHX,L,2,0,1,0.0%,0,0,0.0%,0,0,0.0%,1,0,1,0,0,0,0,0,0,3
Moses Brown,Trail Blazers,"NOV 19, 2023",POR vs. OKC,L,7,1,1,100.0%,0,0,0.0%,0,0,0.0%,1,0,1,0,1,0,0,0,2,-4
Moses Brown,Trail Blazers,"NOV 08, 2023",POR @ SAC,L,5,2,3,66.7%,0,0,0.0%,0,2,0.0%,2,1,3,1,0,1,0,1,4,-8
Moses Brown - Average,Average,,,,9.2,1.0,2.3,32.5%,0.0,0.0,0.0%,0.0,0.4,0.0%,2.0,3.1,5.1,0.2,0.2,0.3,0.4,1.2,2.0,-3.8
Greg Brown III,Mavericks,"DEC 23, 2023",DAL vs. SAS,W,5,0,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,0,1,2,1,0,-15
Greg Brown III,Mavericks,"DEC 22, 2023",DAL @ HOU,L,12,0,3,0.0%,0,1,0.0%,3,4,75.0%,1,4,5,2,0,0,0,1,3,-1
Greg Brown III,Mavericks,"DEC 18, 2023",DAL @ DEN,L,9,2,2,100.0%,0,0,0.0%,1,5,20.0%,1,1,2,0,0,0,1,1,5,1
Greg Brown III,Mavericks,"DEC 16, 2023",DAL @ POR,W,1,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,0,0,0,0,0,0
Greg Brown III,Mavericks,"DEC 14, 2023",DAL vs. MIN,L,2,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,1,0,0,0,0,0,1
Greg Brown III - Average,Average,,,,5.8,0.4,1.2,20.0%,0.0,0.2,0.0%,0.8,1.8,19.0%,0.4,1.0,1.4,0.6,0.0,0.2,0.6,0.6,1.6,-2.8
Charlie Brown Jr.,Knicks,"DEC 30, 2023",NYK @ IND,L,1,1,2,50.0%,1,1,100.0%,0,0,0.0%,0,0,0,0,0,0,0,0,3,3
Charlie Brown Jr.,Knicks,"DEC 23, 2023",NYK vs. MIL,L,1,0,1,0.0%,0,1,0.0%,0,0,0.0%,0,0,0,0,0,0,0,0,0,-3
Charlie Brown Jr.,Knicks,"DEC 05, 2023",NYK @ MIL,L,2,0,1,0.0%,0,1,0.0%,0,0,0.0%,0,0,0,0,0,0,2,0,0,-4
Charlie Brown Jr. - Average,Average,,,,1.3,0.3,1.3,16.7%,0.3,1.0,33.3%,0.0,0.0,0.0%,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,1.0,-1.3
Troy Brown Jr.,Timberwolves,"JAN 03, 2024",MIN vs. NOP,L,3,1,2,50.0%,1,2,50.0%,0,0,0.0%,0,0,0,1,0,0,0,0,3,8
